"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @auxxaaa: Once again happy birthday park chanyeol ❤

HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay
#HappyChanyeolDay
#찬열아생일축하해 #항상찬열이편 
@wea…",FALSE,0,NA,2021-11-27 13:49:01,FALSE,NA,"1464592097688764419",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rissasadja",1,TRUE,FALSE,NA,NA
"RT @xunhuas: The way Chanyeol always makes sure to show his gratitude and appreciation for all his birthday projects and fan support projec…",FALSE,0,NA,2021-11-27 13:49:01,FALSE,NA,"1464592097177079813",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tuntuntunna",680,TRUE,FALSE,NA,NA
"RT @shnexo9: @X1X1NG HAPPY CHANYEOL DAY
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편",FALSE,0,NA,2021-11-27 13:49:01,FALSE,NA,"1464592096707371010",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","X1X1NG",1,TRUE,FALSE,NA,NA
"@adxiusoo happy birthday, mi luvvv

#HappyCHANYEOLDay #CHANYEOL #EXO #weareoneexo https://t.co/8fZWe5FIiS",FALSE,0,"adxiusoo",2021-11-27 13:49:01,FALSE,"1464469133177675776","1464592096430419975","1322399777896558593","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zzarcart",0,FALSE,FALSE,NA,NA
"@ParkChanyeolINA @weareoneEXO HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편… https://t.co/GcqpMweGW4",FALSE,0,"bundanyaloey",2021-11-27 13:49:00,TRUE,"1464592003203698691","1464592092772982788","1366722970031255555","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bundanyaloey",0,FALSE,FALSE,NA,NA
"@WorldStarLoey @27xCHANYEOL HAPPY BIRTHDAY PARK CHANYEOL ~~~~

#HappyChanyeolDay 
#OurMeissaChanyeolDay
#찬열아생일축하해… https://t.co/1l81a34Ns1",FALSE,0,"WorldStarLoey",2021-11-27 13:49:00,TRUE,"1464590670094503942","1464592092668170240","1169265968666669056","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","yujiloey",0,FALSE,FALSE,NA,NA
"RT @mochiitiger: PH 🇵🇭 ONLY

🍒 CHANYEOL BIRTHDAY GA 🍒

🤍5 winners ₱100 GCASH
🤍1 winner - i'll pay for your order in any shop (limited to ₱5…",FALSE,0,NA,2021-11-27 13:49:00,FALSE,NA,"1464592091414409216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yeolliebuys",183,TRUE,FALSE,NA,NA
"@hrjbbh @weareoneEXO HAPPY #CHANYEOL DAY 🥳❤️

#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편",FALSE,0,"hrjbbh",2021-11-27 13:48:59,FALSE,"1464565401581658115","1464592090914902024","1453238292602830850","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YannaPark_",0,FALSE,FALSE,NA,NA
"@27xCHANYEOL HAPPY CHANYEOL DAY!🎂🤍

#OurMeissaChanyeol 
#HappyChanyeolDay‌ 
#찬열아생일축하햐 
#항상천열이편",FALSE,0,"27xCHANYEOL",2021-11-27 13:48:59,FALSE,"1464590494470586377","1464592090306727946","1101886838279614464","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yeollieverse_27",0,FALSE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY 

#CHANYEOL
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해 #HappyVirus  
#항상찬열이편 @weareoneEXO",FALSE,0,"sehunfangirlll",2021-11-27 13:48:59,FALSE,"1464592072623616005","1464592089975377928","1224948281236545536","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sehunfangirlll",0,FALSE,FALSE,NA,NA
"RT @AsawanChAnyeol: chanyeol bday GA
SG tingi kai/xuimin
unsealed album/ sealed Album
like and rt leave a beautiful message for chanyeol😘♥️…",FALSE,0,NA,2021-11-27 13:48:58,FALSE,NA,"1464592083818549249",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","myonlychanshine",129,TRUE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편
@weareoneEXO 32",FALSE,0,"bianxca0",2021-11-27 13:48:58,FALSE,"1464583301201477638","1464592083755229192","1072382125318389760","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bianxca0",0,FALSE,FALSE,NA,NA
"@ParkChanyeolINA HAPPY CHANYEOL DAY
#OurMeissaChanyeolDay
#HappyChanyeolDay
#찬열아생일축하해 #항상찬열이편 
@weareoneEXO
(／_^)／　　●　＼(^_＼)",FALSE,0,"ParkChanyeolINA",2021-11-27 13:48:57,FALSE,"1464588325042282499","1464592082622844930","986133314","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","agstteu2",0,FALSE,FALSE,NA,NA
"HAPPY CHANYEOL DAY
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편 https://t.co/mTkzUaSNfY",FALSE,0,NA,2021-11-27 13:48:57,FALSE,NA,"1464592082329296900",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lunuur6",0,FALSE,FALSE,NA,NA
"RT @MrParkHyunee: @X1X1NG HAPPY CHANYEOL DAY
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편",FALSE,0,NA,2021-11-27 13:48:57,FALSE,NA,"1464592081041739779",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","X1X1NG",1,TRUE,FALSE,NA,NA
"RT @xunhuas: The way Chanyeol always makes sure to show his gratitude and appreciation for all his birthday projects and fan support projec…",FALSE,0,NA,2021-11-27 13:48:55,FALSE,NA,"1464592073948946432",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","klisei69",680,TRUE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY 

#CHANYEOL
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해 #HappyVirus  
#항상찬열이편 @weareoneEXO",FALSE,0,"sehunfangirlll",2021-11-27 13:48:55,FALSE,"1464592055296872455","1464592072623616005","1224948281236545536","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sehunfangirlll",0,FALSE,FALSE,NA,NA
"RT @WORLDMUSICAWARD: Happy Birthday to the very handsome and hugely talented #Chanyeol of the legendary band #EXO, World Music Awards Multi…",FALSE,0,NA,2021-11-27 13:48:55,FALSE,NA,"1464592071826808837",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SSFWeri08",6012,TRUE,FALSE,NA,NA
"@chanyolimnida HAPPY CHANYEOL DAY
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편",FALSE,0,"chanyolimnida",2021-11-27 13:48:55,FALSE,"1464591704586133504","1464592070811824129","1304983246275477505","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","for1485L",0,FALSE,FALSE,NA,NA
"RT @27xCHANYEOL: 5k more🔥🔥🔥🔥 Let's go💃💃

Reply with
#OurMeissaChanyeolDay #HappyChanyeolDay #찬열아생일축하해 #항상찬열이편 #CHANYEOL #찬열 #박찬열 #엑소찬열 http…",FALSE,0,NA,2021-11-27 13:48:54,FALSE,NA,"1464592068018274305",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nothinhigh",35,TRUE,FALSE,NA,NA
"@X1X1NG HAPPY CHANYEOL DAY 🥳

#OurMeissaChanyeolDay
#HappyChanyeolDay
#찬열아생일축하해 #항상찬열이편 
@weareoneEXO",FALSE,0,"X1X1NG",2021-11-27 13:48:54,FALSE,"1464591718435762178","1464592066160193539","859108988683726851","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ReaLoeyes",0,FALSE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay
#HappyChanyeolDay
#찬열아생일축하해 #항상찬열이편 
@weareoneEXO",FALSE,0,"4loeyksoo",2021-11-27 13:48:53,FALSE,"1464592023277637640","1464592065568731136","1395742114416271362","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","4loeyksoo",0,FALSE,FALSE,NA,NA
"@ls__zen HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay
#HappyChanyeolDay
#찬열아생일축하해 #항상찬열이편 
@weareoneEXO",FALSE,0,"ls__zen",2021-11-27 13:48:53,FALSE,"1464048615177916418","1464592064415338507","1002603056846987264","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","supremacyloey",0,FALSE,FALSE,NA,NA
"RT @for1485L: @X1X1NG @MrParkHyunee HAPPY CHANYEOL DAY
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편",FALSE,0,NA,2021-11-27 13:48:53,FALSE,NA,"1464592062519652356",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","E_alda18",1,TRUE,FALSE,NA,NA
"RT @hrjbbh: To celebrate #HappyChanyeolDay‌, here's a mini-giveaway to everyone who loves Chanyeol ☺️

-100 PHP GCash
-3 Winners

-LIKE + R…",FALSE,0,NA,2021-11-27 13:48:52,FALSE,NA,"1464592060649213955",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Leeanbyun",178,TRUE,FALSE,NA,NA
"RT @ParkChanyeolINA: 211127 #CHANYEOL Last Curtain Call 'A Song of Meissa'

Cr Lumbre_61
#찬열 #메이사의노래 
#HappyChanyeolDay 
 https://t.co/6cni…",FALSE,0,NA,2021-11-27 13:48:52,FALSE,NA,"1464592058207723522",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Parkichanyeol_",50,TRUE,FALSE,NA,NA
"@27xCHANYEOL HAPPY CHANYEOL DAY🎂🤍

#OurMeissaChanyeol 
#HappyChanyeolDay‌ 
#찬열아생일축하햐 
#항상천열이편",FALSE,0,"27xCHANYEOL",2021-11-27 13:48:51,FALSE,"1464590494470586377","1464592056119017473","1101886838279614464","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yeollieverse_27",0,FALSE,FALSE,NA,NA
"@X1X1NG HAPPY CHANYEOL DAY
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편",FALSE,0,"X1X1NG",2021-11-27 13:48:51,FALSE,"1464591718435762178","1464592055439659016","859108988683726851","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","for1485L",0,FALSE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY 

#CHANYEOL
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해 #HappyVirus  
#항상찬열이편 @weareoneEXO",FALSE,0,"sehunfangirlll",2021-11-27 13:48:51,FALSE,"1464592038117052417","1464592055296872455","1224948281236545536","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sehunfangirlll",0,FALSE,FALSE,NA,NA
"RT @loey_4_life: HAPPY CHANYEOL DAY GIVEAWAY 🤍

▶️Like/RT this twt and 📌
▶️Reply on 📌 greetings/wishes for Chanyeol, may include fave photo…",FALSE,0,NA,2021-11-27 13:48:51,FALSE,NA,"1464592053740834820",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","10thPrinceEun",248,TRUE,FALSE,NA,NA
"RT @shnexo9: @MrParkHyunee HAPPY CHANYEOL DAY
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편",FALSE,0,NA,2021-11-27 13:48:50,FALSE,NA,"1464592050272276480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MrParkHyunee",1,TRUE,FALSE,NA,NA
"RT @HourlyXiuminn: HAPPY BIRTHDAY CHANYEOL

#HappyChanyeolDay
https://t.co/PDPK3QSsV6",FALSE,0,NA,2021-11-27 13:48:50,FALSE,NA,"1464592050112720900",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kyungsooluvvvvv",698,TRUE,FALSE,NA,NA
"RT @ChanyeolGlobal: 𝘼 𝙎𝙤𝙣𝙜 𝙤𝙛 𝙈𝙚𝙞𝙨𝙨𝙖: COFFEE SUPPORT TRUCK FOR CHANYEOL 🚚

5️⃣ A Song of Meissa Photobooth for Chanyeol, musical staff &amp; fa…",FALSE,0,NA,2021-11-27 13:48:50,FALSE,NA,"1464592050007932933",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vitaminloey",299,TRUE,FALSE,NA,NA
"RT @ParkChanyeolINA: 211127 #CHANYEOL Last Curtain Call 'A Song of Meissa'

Cr Glorious1127
#찬열 #메이사의노래 
#HappyChanyeolDay https://t.co/xDp…",FALSE,0,NA,2021-11-27 13:48:50,FALSE,NA,"1464592049911435268",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yeoljiun_",45,TRUE,FALSE,NA,NA
"RT @ETHEREALOEY61: happy birthday, park chanyeol 🥺💗

haha excuse my post crying voice 😭 i wanted to sing for him 😭 and my korean sucks but…",FALSE,0,NA,2021-11-27 13:48:50,FALSE,NA,"1464592049362059284",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","6104Nge",2,TRUE,FALSE,NA,NA
"@27xCHANYEOL HAPPY BIRTHDAY PARK CHANYEOL ~~~~

#HappyChanyeolDay 
#OurMeissaChanyeolDay
#찬열아생일축하해
#항상찬열이편
#CHANYEOL #찬열 #박찬열 #엑소찬열",FALSE,0,"27xCHANYEOL",2021-11-27 13:48:49,FALSE,"1464590494470586377","1464592045348065284","1101886838279614464","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","yujiloey",0,FALSE,FALSE,NA,NA
"@MrParkHyunee HAPPY CHANYEOL DAY
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편",FALSE,0,"MrParkHyunee",2021-11-27 13:48:47,FALSE,"1464591898379755527","1464592040734380037","1262978030856802304","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","for1485L",0,FALSE,FALSE,NA,NA
"RT @kidzykateuph: Small giveaway to celebrate Chanyeol’s birthday 🤍

2 winners:
– 1 Official Chanyeol DFTF poster
– ₱27 GCASH

• Like and r…",FALSE,0,NA,2021-11-27 13:48:47,FALSE,NA,"1464592040339988481",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","loeyelijah",11,TRUE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY 

#CHANYEOL
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해 #HappyVirus  
#항상찬열이편 @weareoneEXO",FALSE,0,"sehunfangirlll",2021-11-27 13:48:47,FALSE,"1464592020853301252","1464592038117052417","1224948281236545536","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sehunfangirlll",0,FALSE,FALSE,NA,NA
"@X1X1NG HAPPY CHANYEOL DAY
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편",FALSE,0,"X1X1NG",2021-11-27 13:48:47,FALSE,"1464591067517526022","1464592037903278086","859108988683726851","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shnexo9",1,FALSE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편
@weareoneEXO 189",FALSE,0,"sluvsee",2021-11-27 13:48:46,FALSE,"1464569470978977792","1464592034241540096","1414595219035549699","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sluvsee",0,FALSE,FALSE,NA,NA
"RT @raybizel: ˗ˏˋ◌ giveaway alert ◌´ˎ˗

prize:
♡ album the box - chanyeol (unsealed fullset)

rules:
♡ follow
♡ rt + like this tweet and pi…",FALSE,0,NA,2021-11-27 13:48:45,FALSE,NA,"1464592031137759236",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Michan2208",299,TRUE,FALSE,NA,NA
"RT @ParkChanyeolINA: 211127 #CHANYEOL Last Curtain Call 'A Song of Meissa'

Cr Lumbre_61
#찬열 #메이사의노래 
#HappyChanyeolDay 
 https://t.co/6cni…",FALSE,0,NA,2021-11-27 13:48:45,FALSE,NA,"1464592030739304454",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","yeoljiun_",50,TRUE,FALSE,NA,NA
"HAPPY CHANYEOL DAY!

#OurMeissaChanyeol 
#HappyChanyeolDay‌ 
#찬열아생일축하햐 
#항상천열이편 https://t.co/9SO8Mi00p9",FALSE,0,NA,2021-11-27 13:48:45,FALSE,NA,"1464592028931665929",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LOEYFlyFree",0,FALSE,FALSE,NA,NA
"HAPPY CHANYEOL DAY 

#OurMeissaChanyeolDay 
#HappyChanyeolDay 
#찬열아생일축하해 
#항상찬열이편 #CHANYEOL",FALSE,0,NA,2021-11-27 13:48:44,FALSE,NA,"1464592024238125059",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarinInMarine",0,FALSE,FALSE,NA,NA
"RT @hrjbbh: To celebrate #HappyChanyeolDay‌, here's a mini-giveaway to everyone who loves Chanyeol ☺️

-100 PHP GCash
-3 Winners

-LIKE + R…",FALSE,0,NA,2021-11-27 13:48:43,FALSE,NA,"1464592023286022148",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YannaPark_",178,TRUE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay
#HappyChanyeolDay
#찬열아생일축하해 #항상찬열이편 
@weareoneEXO",FALSE,0,"4loeyksoo",2021-11-27 13:48:43,FALSE,"1464591974292283400","1464592023277637640","1395742114416271362","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","4loeyksoo",0,FALSE,FALSE,NA,NA
"RT @BAEK0FF: My fav part :'&gt; I will miss you so much Chanyeol! 

#OurMeissaChanyeolDay #항상찬열이편 #HappyChanyeolDay #찬열아생일축하해 #메이사의노래 https://…",FALSE,0,NA,2021-11-27 13:48:43,FALSE,NA,"1464592022593884165",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mzhmyeon522",12,TRUE,FALSE,NA,NA
"@ParkChanyeolINA HAPPY CHANYEOL DAY 🥳🎂❤❤❤❤❤❤❤❤❤❤

#CHANYEOL
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편",FALSE,0,"ParkChanyeolINA",2021-11-27 13:48:43,FALSE,"1464588325042282499","1464592022199623684","986133314","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DelinaSalma",0,FALSE,FALSE,NA,NA
"HAPPY BROJOL DAY YEOL😻❤
 #HappyBirthdayCHANYEOL 
#OurMeissaChanyeolDay 
#HappyChanyeolDay 
#찬열아생일축하해 
#항상찬열이편… https://t.co/yIPgVOD0dL",FALSE,0,NA,2021-11-27 13:48:43,TRUE,NA,"1464592021314621452",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hooneyycoves_",0,FALSE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY 

#CHANYEOL
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해 #HappyVirus  
#항상찬열이편 @weareoneEXO",FALSE,0,"sehunfangirlll",2021-11-27 13:48:43,FALSE,"1464592004092858374","1464592020853301252","1224948281236545536","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sehunfangirlll",0,FALSE,FALSE,NA,NA
"@ParkChanyeolINA HAPPY CHANYEOL DAY 

#CHANYEOL
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편",FALSE,0,"ParkChanyeolINA",2021-11-27 13:48:43,FALSE,"1464588325042282499","1464592020849106950","986133314","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bichulyeoja",0,FALSE,FALSE,NA,NA
"RT @27xCHANYEOL: 12k tweets only needed now🔥

RT the tweets with birthday hashtags, and reply with
#OurMeissaChanyeolDay #HappyChanyeolDay…",FALSE,0,NA,2021-11-27 13:48:42,FALSE,NA,"1464592019419021327",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","6104Nge",65,TRUE,FALSE,NA,NA
"#CHANYEOL: baby i'm 29, i can't be your boyfriend  =/

( but if only you were mine... )

#OurMeissaChanyeolDay… https://t.co/RKlfg8S4Td",FALSE,0,NA,2021-11-27 13:48:41,TRUE,NA,"1464592015312703496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iS2loey",0,FALSE,FALSE,NA,NA
"@27xCHANYEOL HAPPY CHANYEOL DAY  #OurMeissaChanyeolDay 
#HappyChanyeolDay 
#찬열아생일축하해 
#항상찬열이편 
@weareoneEXO

97543",FALSE,0,"27xCHANYEOL",2021-11-27 13:48:41,FALSE,"1464590494470586377","1464592014100549644","1101886838279614464","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nada5565950627",0,FALSE,FALSE,NA,NA
"@chanyolimnida HAPPY CHANYEOL DAY
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편",FALSE,0,"chanyolimnida",2021-11-27 13:48:41,FALSE,"1464591704586133504","1464592013530214407","1304983246275477505","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MrParkHyunee",0,FALSE,FALSE,NA,NA
"RT @REQUIIIIIEM: Well, it’s never really easy to express my feeling toward a person that means everything to me, to my dearest. I’ll try al…",FALSE,0,NA,2021-11-27 13:48:40,FALSE,NA,"1464592010837430281",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SIEKWITHDEATH",64,TRUE,FALSE,NA,NA
"RT @pureloey27: Happy birthday sayangku sejagad raya ❤❤❤
I will waiting for you, please keep healthy bby ❤

HAPPY CHANYEOL DAY

#OurMeissaC…",FALSE,0,NA,2021-11-27 13:48:40,FALSE,NA,"1464592010141212672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bugsbuni70",1,TRUE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY 

#CHANYEOL
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해 #HappyVirus  
#항상찬열이편 @weareoneEXO",FALSE,0,"sehunfangirlll",2021-11-27 13:48:39,FALSE,"1464591952515461121","1464592004092858374","1224948281236545536","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sehunfangirlll",0,FALSE,FALSE,NA,NA
"@yeolmae_cart HAPPY CHANYEOL DAY!! 🥳🥳

#OurMeissaChanyeolDay‌ 
#HappyChanyeolDay
#찬열아생일축하해
 #항상찬열이편 https://t.co/1SsdsnYNCp",FALSE,0,"yeolmae_cart",2021-11-27 13:48:39,FALSE,"1464498054489587713","1464592003304673280","1326468049470304257","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Leeanbyun",0,FALSE,FALSE,NA,NA
"It’s your birthday but it feels like we’re the one who received the gift. 

You are our gift Park Chanyeol ❤️thank… https://t.co/b5I8sQsQp3",FALSE,0,NA,2021-11-27 13:48:39,TRUE,NA,"1464592003233050628",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","everlasting_pcy",0,FALSE,FALSE,NA,NA
"@ParkChanyeolINA HAPPY CHANYEOL DAY 

#OurMeissaChanyeolDay 
#HappyChanyeolDay 
#찬열아생일축하해 
#항상찬열이편 #CHANYEOL",FALSE,0,"ParkChanyeolINA",2021-11-27 13:48:39,FALSE,"1464588325042282499","1464592003216199689","986133314","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","fromloeytohyun",0,FALSE,FALSE,NA,NA
"@ParkChanyeolINA @weareoneEXO HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편… https://t.co/eeZJxMyalG",FALSE,0,"bundanyaloey",2021-11-27 13:48:39,TRUE,"1464591914020134915","1464592003203698691","1366722970031255555","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bundanyaloey",0,FALSE,FALSE,NA,NA
"@l0eypcy_ @weareoneEXO HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편
@weareoneEXO 31",FALSE,0,"bianxca0",2021-11-27 13:48:38,FALSE,"1464583301201477638","1464592002868137984","1072382125318389760","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bianxca0",0,FALSE,FALSE,NA,NA
"RT @no_loey_no_life: 추성욱 IG story

Happy birthday our beloved Yeollie-hyung ❤❤
Now let's go for the very last show in Seoul!!!

#OurMeissaC…",FALSE,0,NA,2021-11-27 13:48:38,FALSE,NA,"1464592002788597763",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","6104Nge",337,TRUE,FALSE,NA,NA
"@hrjbbh @weareoneEXO 🎂🎉💙

HAPPY CHANYEOL DAY

#OurMeissaChanyeolDay
#HappyChanyeolDay
#찬열아생일축하해
 #항상찬열이편",FALSE,0,"hrjbbh",2021-11-27 13:48:38,FALSE,"1464565401581658115","1464592001941204999","1453238292602830850","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","orpheus_umin",0,FALSE,FALSE,NA,NA
"@exoplanett1485 HAPPY CHANYEOL DAY
#OurMeissaChanyeolDay 
#HappyChanyeolDay
#찬열아생일축하해
#항상찬열이편",FALSE,0,"exoplanett1485",2021-11-27 13:48:37,FALSE,"1464588292440137728","1464591996601909250","1249059276879953920","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shnexo9",0,FALSE,FALSE,NA,NA
